neutral_487	0.0377767,-0.246814,-0.346428,0.239825,-0.0595348,0.58468,-0.542858,-0.0525537,-0.23174,-0.252136
neutral_486	0.19701,-0.38779,-0.232434,0.518784,0.275928,0.0591131,-0.433107,0.194097,-0.251365,-0.345795
neutral_485	0.36703,-0.425085,-0.296208,0.0578368,0.108802,0.289155,-0.142866,0.409605,-0.399425,-0.387727
neutral_484	0.209439,-0.704727,-0.296484,-0.223507,0.061409,0.286821,-0.12686,0.151903,-0.430315,-0.10612
neutral_483	0.312646,-0.256063,-0.161537,-0.296722,-0.274749,0.477674,-0.49468,0.0681352,-0.327781,-0.24919
dislike_779	0.124441,-0.0549115,0.0942858,-0.549324,-0.440157,-0.547272,0.0925872,0.204451,0.144277,-0.326219
neutral_481	0.213196,-0.347817,-0.244868,-0.110004,0.331704,0.612207,-0.382338,0.196207,-0.071347,-0.294812
neutral_480	0.100207,-0.307762,-0.453202,-0.321819,-0.199695,0.640204,0.0252805,0.131096,-0.202466,-0.278791
user_520.txt	0.421992,0.00772503,0.101305,0.229533,-0.426767,-0.246666,-0.125098,-0.350995,-0.569296,0.230206
neutral_1506	0.478631,0.328068,-0.187801,0.137138,-0.297858,0.33586,0.0915339,0.093903,0.143356,-0.608226
user_845.txt	0.457071,-0.394951,0.0660163,0.273231,-0.484633,-0.126809,-0.211624,-0.455117,-0.177487,-0.147375
dislike_797	-0.053838,-0.203399,0.0241971,-0.212584,-0.202583,-0.287136,0.616974,0.27048,0.342345,-0.464164
dislike_669	0.317574,-0.0227916,-0.355628,-0.663956,0.0642029,-0.562659,0.01054,0.00966927,0.0239579,0.0991628
neutral_1578	0.360008,0.259309,-0.125845,0.0518534,-0.394068,0.285178,0.206998,0.144508,0.198298,-0.667052
dislike_632	0.472562,-0.200907,-0.0713188,-0.45479,-0.409833,0.0857802,0.226689,0.31309,-0.216904,-0.390665
dislike_298	-0.154379,-0.150616,-0.192351,0.101095,0.0131123,0.842239,-0.121956,0.143569,0.0205794,-0.401017
dislike_299	0.492444,0.455695,-0.0857465,-0.584644,0.0296962,0.102531,0.373866,0.0541833,0.212298,-0.0387775
dislike_296	-0.0554754,0.366016,-0.118461,0.140823,-0.399393,0.69447,0.323856,-0.219916,0.0658001,-0.172371
neutral_1068	0.29835,0.377216,-0.0553466,-0.0689929,0.134316,0.466599,0.475829,0.463052,-0.107882,-0.269533
dislike_294	0.356061,0.2359,0.134905,0.427275,0.214765,0.330206,0.460008,0.278782,0.100085,-0.402871
dislike_295	0.0736358,-0.479148,0.446312,-0.328261,0.539895,0.15409,0.190152,0.118249,0.303357,-0.0254647
dislike_292	0.448506,0.233278,-0.301815,-0.240205,0.04561,-0.272977,0.625216,-0.247341,0.00787671,0.258654
dislike_293	-0.00130425,-0.196268,-0.0266386,-0.117761,0.0721298,0.430002,0.771491,0.329159,0.00606875,-0.230686
dislike_290	-0.0702654,-0.11501,0.028504,0.137899,0.501955,0.280444,0.697354,0.375822,-0.0505487,-0.0360482
dislike_291	-0.586799,-0.132205,-0.0357431,-0.0644008,0.129966,0.335161,0.413596,-0.00669291,0.530411,-0.226047
user_183.txt	-0.0162632,-0.192568,-0.0184016,-0.566924,-0.647711,-0.0222542,-0.201471,-0.164264,0.209544,-0.330763
dislike_1107	-0.247432,0.14856,-0.444615,0.181637,-0.427641,-0.22507,0.540277,0.139922,0.0880198,-0.365068
dislike_1104	0.108305,0.377347,-0.5742,-0.23134,-0.391545,-0.0856495,0.124633,0.198383,0.1259,-0.480907
dislike_1105	0.661492,0.352668,-0.55086,-0.130863,0.0622088,0.175365,0.230379,0.00615124,-0.169394,-0.0324429
dislike_1102	-0.0914787,0.553862,-0.525155,-0.520217,-0.230666,-0.143152,0.129309,-0.0282214,0.212753,-0.0444356
dislike_1103	-0.220248,0.383411,-0.0046816,0.176218,0.0831467,-0.114845,0.131107,0.572451,0.244529,-0.590445
dislike_1100	0.261697,0.334906,-0.581078,-0.277533,-0.255407,0.179693,0.0806273,0.341423,-0.15229,-0.401113
dislike_1101	0.111859,-0.37549,0.00908017,0.101532,-0.538873,-0.26852,0.509259,0.102397,-0.434306,-0.123145
neutral_1507	0.218674,0.22028,0.12199,0.730576,0.339968,0.246291,0.264246,0.220748,-0.156211,-0.189316
dislike_1300	0.0482199,0.190421,0.433406,-0.0970159,0.0593431,0.36993,0.551043,0.51786,-0.118588,-0.194681
neutral_943	-0.33757,0.356261,-0.339252,-0.368654,0.085098,-0.25982,-0.176235,0.446735,0.262895,-0.36556
like_850	0.25902,0.272639,-0.811788,0.0479326,0.15909,0.0864844,-0.327205,0.02596,-0.219372,-0.0928889
dislike_1109	-0.17654,0.149299,-0.19335,-0.757844,-0.153707,-0.080029,0.311462,0.432392,-0.0256488,-0.14203
neutral_159	-0.32168,-0.370181,0.0648379,0.0111763,0.11018,-0.347535,0.0213865,0.659279,-0.135752,-0.410736
neutral_158	-0.666506,-0.249463,0.04332,0.124352,-0.0509659,-0.363812,0.353657,0.290065,-0.344598,0.115252
neutral_1479	-0.0744718,0.1451,0.195076,0.052408,-0.254988,-0.486825,-0.127989,0.390058,-0.676565,0.0656876
dislike_619	0.0704148,0.369766,-0.0576875,-0.454887,0.138762,0.443005,0.391444,0.497692,-0.0165208,-0.177081
user_311.txt	0.244068,-0.264958,0.185025,-0.033051,-0.318524,-0.567025,-0.514582,-0.151643,-0.343175,0.0797919
neutral_151	-0.488633,-0.425855,-0.173437,-0.09382,0.268528,0.500608,0.347676,0.289502,-0.06357,-0.0977556
neutral_150	-0.320877,0.102878,-0.376797,0.189756,0.2055,0.127995,0.159118,0.0133123,0.64734,-0.453115
neutral_153	-0.0338738,-0.729516,-0.197106,-0.0321757,0.209748,-0.0802906,-0.204988,0.339509,0.0378618,-0.466489
neutral_152	0.380039,0.107074,-0.127364,0.163255,-0.024202,-0.0418675,-0.163097,0.618606,-0.394206,-0.483964
neutral_155	-0.115716,-0.189368,-0.476564,0.145345,-0.0713114,-0.457761,0.0411921,0.471667,-0.451664,-0.244365
neutral_154	-0.116877,-0.506873,-0.088855,0.366555,0.369594,0.0897017,0.000739137,0.504325,-0.168453,-0.399744
neutral_157	-0.327471,-0.380245,0.116523,0.297576,0.258668,-0.059123,-0.0183047,0.623837,-0.196069,-0.384307
neutral_156	-0.0146046,-0.392471,-0.093322,-0.137502,0.730053,-0.0973338,-0.411617,0.299406,0.0802801,-0.10084
user_858.txt	-0.16893,0.129474,0.251052,-0.149575,-0.719512,-0.146447,-0.356221,-0.42367,0.133137,-0.0777201
neutral_399	-0.231382,-0.338846,-0.111064,0.150053,0.0436869,-0.607485,0.346479,0.43269,0.00101854,-0.344352
neutral_398	0.0116152,-0.653327,0.324131,-0.130253,0.489782,-0.198898,-0.302672,0.164061,-0.202377,0.109877
dislike_1579	0.399657,0.162786,-0.11828,-0.255044,-0.534732,-0.122795,0.391159,0.297514,-0.155326,-0.409969
dislike_1585	0.408194,0.0987941,-0.0834398,-0.292061,-0.540253,-0.105182,0.430114,0.274334,-0.179823,-0.368545
neutral_1504	0.274529,0.639732,-0.0796988,0.466518,0.456395,0.0204928,-0.110409,0.224774,-0.1275,-0.0608257
like_1413	-0.150562,-0.0166553,-0.528155,-0.0692983,0.377198,-0.139674,0.533284,-0.0624548,-0.22566,0.438521
neutral_393	-0.295658,-0.48869,0.0540864,0.221457,0.0805616,-0.390916,0.299229,0.490034,-0.309299,-0.192761
neutral_392	-0.278705,-0.32641,-0.0136695,-0.0734795,0.0611949,-0.266209,0.363871,0.668615,-0.247635,-0.307913
neutral_391	-0.267737,-0.344683,-0.0444653,-0.142803,0.133391,-0.86201,0.0200368,0.157486,0.0319128,-0.00805785
neutral_390	0.311884,0.200671,-0.423877,-0.232854,0.63993,-0.303114,0.124467,0.300185,-0.101594,0.106082
neutral_397	-0.0599308,-0.341305,0.136638,-0.357184,-0.315274,-0.627478,-0.128191,0.216316,0.153508,-0.392113
dislike_634	-0.233641,-0.181321,0.324053,0.18403,0.0326248,0.46461,0.696981,0.0858496,0.163802,-0.191694
user_376.txt	-0.163673,0.0567047,0.273636,0.44997,-0.180297,0.340343,-0.505453,-0.239832,0.287241,-0.385741
neutral_394	-0.392676,-0.0157381,0.247763,-0.173561,-0.0616235,-0.651051,0.504586,0.267366,0.00796782,0.0150988
dislike_472	-0.313084,-0.170025,-0.26617,-0.569426,0.167369,0.406153,0.4072,0.299993,0.122392,-0.119234
dislike_473	0.045945,-0.290292,-0.26822,-0.371033,-0.137579,0.563855,0.567079,0.0934163,-0.18819,-0.037833
dislike_470	-0.00253805,-0.0259199,-0.328268,-0.339968,0.16153,0.0599572,0.274517,0.661694,0.0407654,-0.481079
dislike_471	-0.0492385,0.146415,-0.505361,-0.582454,-0.198908,0.552845,0.0878184,0.0625829,0.0429359,-0.151069
dislike_476	-0.507861,-0.233904,-0.378321,0.0347604,0.173635,0.245695,0.622937,0.238442,-0.00923677,-0.0867471
dislike_477	0.091656,-0.225388,-0.0513888,-0.566103,0.146003,0.472215,0.373113,0.194993,-0.376376,0.233426
dislike_474	0.0406828,-0.495371,0.334386,-0.125054,0.00573688,0.12397,-0.350905,0.468148,-0.453056,-0.250084
dislike_475	-0.221321,-0.204716,0.345423,0.039308,0.313177,0.699174,0.278928,0.249383,-0.237497,0.0701745
like_1385	0.157182,0.0395839,-0.205655,0.435996,0.337517,0.122104,0.772537,0.0686066,0.0621369,-0.0844577
dislike_1308	0.142034,0.130492,-0.475087,-0.391689,-0.60625,-0.0733342,-0.242737,-0.0178056,-0.380723,-0.0810245
like_750	0.143544,0.391797,0.424334,0.631908,0.0529348,-0.382639,0.108959,0.16511,0.0269917,-0.239679
dislike_479	0.368886,-0.415268,-0.385781,0.229398,-0.340366,0.0869597,0.410856,0.0345674,-0.253967,-0.36348
neutral_31	-0.448356,-0.413827,-0.176269,0.223624,0.212674,0.0469314,-0.128909,0.522095,-0.0667476,-0.453384
user_203.txt	-0.230999,-0.451218,0.242478,0.125448,-0.163922,0.259818,0.267548,-0.587991,0.395931,0.00752798
dislike_182	0.0882298,-0.689598,-0.251989,-0.199736,0.125679,0.461434,-0.0629012,0.240232,-0.229818,-0.26472
dislike_183	0.366542,-0.605833,0.0912154,-0.0332183,-0.150126,0.367149,-0.0991778,0.183904,-0.505408,-0.180999
dislike_180	0.283109,-0.673939,-0.0916831,-0.339613,-0.310053,0.184651,0.213209,0.0958667,-0.374037,-0.130886
dislike_181	-0.0563043,-0.28168,-0.162214,-0.605516,-0.285798,0.252752,-0.159764,0.0943511,0.334171,-0.482558
dislike_186	0.385608,-0.0980807,-0.58794,-0.441304,0.255862,0.240671,-0.200087,0.279008,-0.159517,-0.185876
dislike_187	0.265286,-0.762784,-0.0678379,-0.274925,-0.226534,0.114167,-0.278616,-0.00371931,-0.104592,-0.338624
dislike_184	0.180743,-0.066505,-0.0905722,-0.606983,-0.294318,-0.503677,-0.139464,0.357406,-0.059097,-0.308677
dislike_185	0.198975,-0.377894,-0.169715,-0.359466,-0.477755,0.268815,0.228627,0.271671,-0.295942,-0.381335
user_582.txt	0.0669794,0.0323664,-0.437071,-0.384134,0.273027,0.129092,0.0488236,-0.554606,0.43348,0.25844
dislike_188	0.296571,-0.666437,-0.0263216,-0.188046,0.111096,0.1448,0.329456,0.385015,-0.279262,-0.252544
dislike_635	0.249653,-0.467278,-0.0475047,-0.770576,0.111039,-0.267587,-0.0261044,0.152884,-0.116231,0.0422302
user_424.txt	0.506131,-0.36793,-0.0284035,-0.0495303,0.454357,0.132242,-0.141361,-0.417534,-0.187916,0.38941
user_739.txt	0.479976,-0.500768,0.34112,-0.0776937,-0.0759299,0.030582,-0.501585,-0.330984,0.0664491,-0.155568
neutral_36	-0.184829,0.543305,-0.0264898,-0.0135489,-0.116392,-0.107776,0.175042,0.368794,-0.652685,0.227956
dislike_1212	-0.155301,0.306167,0.257834,-0.535075,-0.613111,-0.115655,0.101839,0.239257,-0.258232,-0.0760234
dislike_1213	-0.638544,-0.0495306,0.249908,-0.45104,0.100008,-0.135872,-0.241897,0.476461,-0.0926073,-0.0367351
dislike_1210	-0.0772939,0.167001,-0.200233,-0.502342,-0.00251051,-0.540648,0.161537,0.487275,0.160402,-0.303529
dislike_1216	-0.0829983,0.609258,0.0436034,-0.623846,-0.160369,-0.330634,0.219578,0.0350759,0.0645784,0.205374
like_774	-0.0116625,0.00112954,-0.135065,-0.316871,0.251118,-0.678149,0.461981,0.355517,0.12451,-0.0542762
user_326.txt	0.595815,-0.513334,0.095876,-0.47732,-0.0322576,-0.0373789,-0.318446,0.0238048,-0.148733,-0.133909
dislike_1215	-0.446851,-0.14176,0.00758592,-0.716464,-0.371542,-0.20258,0.0924759,0.206965,0.1196,-0.148582
dislike_1218	-0.138103,0.0133832,0.182442,-0.771728,-0.189874,-0.226028,0.282661,0.320731,0.213103,-0.191261
dislike_1219	0.241221,-0.756124,-0.0268403,0.0493757,0.0791064,-0.37588,0.24919,0.190345,-0.331969,-0.104195
dislike_1370	0.346314,-0.140592,-0.382988,-0.525766,-0.436121,0.0906181,0.275551,-0.398331,0.0623257,0.0172592
neutral_1303	-0.440507,0.12637,-0.24286,-0.615733,-0.337364,-0.383899,0.0107866,0.229596,0.0972914,-0.168482
dislike_1410	0.437401,-0.540596,-0.306099,-0.129326,0.235597,0.32463,0.129377,0.290026,-0.305423,-0.225801
user_455.txt	-0.363237,-0.00854417,0.197599,-0.00311539,-0.811914,0.05135,-0.253082,-0.160125,0.0317066,-0.276394
dislike_508	-0.160439,-0.586048,0.0696864,0.0608164,0.0346766,0.696609,0.319302,0.00270059,0.0151262,-0.183294
dislike_509	-0.1632,-0.25682,0.0764235,-0.0655388,-0.840997,0.109255,-0.055378,-0.0235806,-0.341006,-0.24115
dislike_506	0.3267,0.280156,-0.274289,-0.256969,-0.320223,0.0451249,-0.133653,0.361523,0.130523,-0.635087
dislike_507	0.0666621,-0.532824,-0.38573,-0.55934,0.0924477,0.472133,-0.110229,-0.0205849,-0.00787895,-0.0769033
dislike_504	0.386132,-0.753235,-0.203081,0.113147,-0.218228,0.079521,-0.0261634,-0.0204505,-0.279923,-0.309981
neutral_6	0.261751,0.0719455,-0.449336,0.350571,0.0930447,0.688843,0.165,0.0258616,-0.0706397,-0.292337
dislike_502	0.308557,-0.53583,0.0239191,0.297291,-0.233207,0.176435,0.00554711,0.284284,-0.436113,-0.414931
like_954	0.190324,0.232211,-0.541959,0.415101,0.173465,-0.143358,-0.118275,-0.0461894,-0.560373,0.251087
neutral_1046	-0.442058,0.0101907,0.0712989,-0.542338,-0.240267,-0.320135,0.122611,0.530199,-0.0983775,-0.198065
dislike_501	0.17834,-0.449532,-0.226408,-0.346501,0.303314,0.359243,0.0985263,0.363117,0.189236,-0.443132
like_444	0.352254,-0.19801,-0.373056,-0.549135,0.318812,-0.474086,-0.00649138,0.231239,-0.121993,0.0345593
dislike_988	0.650901,-0.111229,-0.337463,0.33046,-0.0217101,-0.0257959,0.502188,-0.0578609,0.00443649,-0.290128
dislike_989	0.609661,-0.0265086,-0.169736,-0.238412,0.569225,0.354729,0.128703,-0.167889,0.199825,0.0862007
user_656.txt	0.40069,-0.202615,-0.048463,0.376959,-0.105858,0.0275494,-0.11476,-0.227664,0.462702,-0.602403
like_445	0.229671,-0.400586,-0.480937,-0.3925,-0.0832194,-0.451774,-0.393138,-0.0895376,0.0265159,-0.164689
dislike_982	-0.00452396,0.216128,0.0122702,-0.83892,-0.145113,-0.366187,0.236028,0.152663,0.0753361,0.0974135
dislike_983	-0.0575158,0.344888,-0.410732,-0.348299,0.165389,-0.25178,0.647875,0.158502,-0.0549301,0.221592
dislike_980	0.255923,0.269307,-0.196336,-0.768187,-0.323486,-0.00211323,0.283315,0.124535,-0.172577,0.0557785
user_647.txt	-0.378016,-0.512446,0.630411,0.041579,-0.0240964,0.105011,-0.351144,-0.223722,0.0200315,0.0999665
dislike_986	0.0212418,0.107293,-0.112969,-0.521392,0.261565,-0.185773,0.64206,0.312195,0.289946,-0.081991
dislike_1041	0.00920092,0.0446714,-0.12647,0.480122,-0.272222,0.0124545,0.514908,0.393461,-0.40455,-0.305851
dislike_984	-0.159777,0.173855,0.26368,-0.777731,-0.2955,0.0789269,-0.299964,0.00906358,0.27708,-0.0973168
like_1267	-0.352628,0.350595,0.0635345,0.18145,-0.139718,-0.458471,-0.154352,0.548235,-0.0670395,-0.396457
user_564.txt	0.117026,-0.541543,0.470852,-0.277538,-0.101737,0.111996,0.159502,-0.47677,0.34288,0.0330972
user_59.txt	-0.0206622,0.514662,-0.397845,-0.268335,0.0791026,-0.013072,-0.323079,0.0544033,-0.478926,0.401588
neutral_1089	-0.134332,-0.155284,0.378983,-0.086638,0.238121,-0.39222,0.572911,-0.161946,-0.0659006,0.487209
dislike_981	-0.219122,0.119871,-0.231289,-0.525163,0.195577,-0.280785,0.514702,0.196925,0.423822,-0.088952
dislike_637	0.286868,-0.519837,-0.0570822,-0.630196,-0.0842467,-0.293564,0.199075,0.164183,-0.292407,0.0412827
dislike_722	-0.0461144,-0.351103,-0.0492922,-0.128803,-0.294292,-0.148105,0.648473,0.42035,-0.30475,-0.238651
user_221.txt	-0.425133,0.0055771,-0.0398105,0.0721394,0.496747,-0.342707,-0.141223,-0.120206,0.640307,-0.0620429
neutral_1045	0.376279,-0.108925,-0.0251283,-0.151754,-0.32498,-0.0880646,0.280648,0.527454,-0.191533,-0.562019
like_1664	0.0497228,0.12595,0.262538,0.105732,0.232221,-0.271552,0.54139,0.437942,0.348559,-0.409271
user_692.txt	-0.268679,-0.123656,0.425067,0.554221,0.358241,0.221481,-0.0153737,-0.220262,-0.248611,0.369768
like_1386	0.211719,-0.024433,-0.462486,-0.192804,0.302995,0.422317,0.265539,-0.173156,0.514976,-0.260113
dislike_398	0.280373,-0.529634,-0.143359,-0.393258,0.056416,-0.503051,0.284928,0.199337,0.139236,-0.262918
user_748.txt	0.0774194,-0.521595,-0.252152,0.465486,0.241376,-0.130934,-0.175143,-0.315357,0.386515,-0.294555
user_174.txt	0.0573214,0.264062,-0.112677,0.244987,-0.447321,-0.179541,0.456073,-0.135833,-0.552145,0.301035
user_302.txt	0.591916,-0.419212,-0.114558,-0.146001,0.17468,0.0605072,0.243644,-0.481355,0.336758,-0.0284889
user_827.txt	0.0488857,-0.131776,0.198388,0.243609,-0.468361,-0.258813,0.316357,-0.522242,0.423139,-0.208161
like_1585	0.28919,0.3497,-0.0544552,0.109413,-0.374374,0.328284,0.301412,0.252431,0.0904017,-0.60702
neutral_1101	0.174819,0.21933,-0.417995,0.1505,-0.208297,0.0917182,-0.129977,0.513103,-0.439534,-0.445874
neutral_1088	-0.368961,0.0881171,0.124965,0.0664218,0.204169,-0.207176,0.533797,-0.377343,0.554779,0.127911
neutral_1207	-0.282394,0.0935145,0.218139,-0.242691,-0.25054,-0.225838,0.63744,0.491787,-0.128899,-0.162646
neutral_1213	-0.202961,0.103807,0.425469,-0.765194,-0.280305,-0.192739,-0.211439,-0.00606368,0.0382911,0.139845
user_30.txt	0.0616643,-0.525172,0.659521,0.276914,-0.00182232,-0.41535,-0.00477936,-0.157981,0.0932916,-0.0503873
dislike_1666	0.19826,-0.455778,0.284269,0.383835,0.317918,-0.174064,0.380386,-0.204315,0.414754,-0.187059
neutral_1044	-0.54551,-0.139129,0.207077,-0.0419766,-0.29468,-0.384747,0.0388802,0.517004,-0.243894,-0.274342
neutral_861	0.51349,0.304129,-0.308841,-0.467686,0.281553,-0.0422374,0.00299667,0.17136,0.349141,-0.312075
dislike_1049	-0.434192,-0.0645481,0.0462852,-0.302309,-0.337838,0.345237,0.611338,-0.204417,0.254806,0.00277282
like_1172	0.00460886,0.139309,0.313252,-0.178327,0.018134,-0.0544354,-0.819953,0.319404,-0.228654,-0.143969
like_175	-0.0075423,-0.14399,-0.502174,0.280916,0.561012,-0.183786,-0.308306,0.35021,-0.0120875,-0.285938
neutral_493	0.392557,-0.019801,-0.057348,0.343965,0.346594,0.41328,-0.161616,0.347516,-0.525851,-0.0978403
neutral_951	-0.0866293,-0.465207,0.279569,-0.253305,-0.0478352,-0.333385,-0.0898672,0.320339,-0.616541,0.17177
like_397	0.01506,0.22903,-0.56598,-0.0670127,0.0399557,-0.164997,0.758801,0.10229,-0.0698399,0.0505416
dislike_1048	-0.546652,0.324133,-0.170366,-0.324117,-0.274373,0.35678,0.00493246,0.191446,-0.432136,0.189849
neutral_979	-0.459482,0.597415,-0.215267,-0.270706,0.228052,0.133754,0.391934,0.15911,0.237252,0.0850509
neutral_950	0.35024,0.317812,-0.605699,0.242224,-0.105479,0.217377,0.00323199,0.182285,-0.491254,-0.133551
neutral_977	-0.471699,-0.0157745,0.516342,-0.51435,0.0142982,-0.0266845,0.366089,0.28921,-0.0372756,0.161608
neutral_1216	0.404044,0.0405242,-0.242813,0.00915054,0.0436468,0.657569,0.401079,-0.295163,-0.225865,0.206787
neutral_975	-0.351463,0.241588,-0.122601,-0.69904,0.14636,-0.0741379,0.427769,0.26093,0.164291,0.0971641
user_885.txt	0.183004,-0.594894,0.299636,0.421686,-0.0496983,0.161922,0.425317,-0.125047,-0.341866,0.0540114
neutral_973	-0.0656503,0.29802,-0.244206,0.596891,-0.204636,0.280682,-0.266292,0.137941,-0.478593,-0.226517
neutral_972	0.253076,0.00899097,-0.323685,0.099265,0.132814,-0.31423,-0.266996,0.490291,-0.615156,-0.121559
neutral_971	0.399124,0.371381,-0.541647,0.26055,-0.0690094,-0.0302231,-0.0164366,0.333625,-0.345385,-0.323985
like_449	-0.0580327,-0.562774,0.221152,-0.442215,-0.00243793,-0.587797,-0.130884,0.032951,-0.197435,0.180963
neutral_1087	-0.102062,0.0311917,-0.109398,-0.472243,0.348657,0.051465,0.060929,-0.389476,-0.126222,0.676818
user_799.txt	-0.0381868,-0.233859,0.518881,0.195816,0.0377186,-0.108956,-0.721913,-0.244199,0.158798,-0.130264
dislike_728	-0.125079,-0.18735,-0.225142,-0.134369,0.102045,-0.182967,0.80292,0.410373,-0.105088,-0.111765
dislike_878	0.619367,-0.172433,-0.0633779,-0.364244,0.438401,-0.213788,-0.436675,-0.0185141,0.134239,-0.0548783
dislike_879	0.312296,0.199119,0.147527,-0.418352,-0.125649,0.088217,0.316904,0.161548,0.526776,-0.488314
dislike_876	0.43475,-0.0856491,0.232747,-0.579497,0.566499,-0.00796638,0.0327572,-0.0332922,0.276508,0.118512
dislike_877	0.200892,0.0649247,0.720379,-0.0820583,0.1311,-0.332223,0.364311,0.343719,0.142863,-0.175823
dislike_874	0.727805,-0.145647,-0.178007,0.0378116,0.107528,-0.221083,0.544449,-0.193222,-0.125642,0.0773641
dislike_875	0.260916,0.237397,0.46251,-0.583808,-0.150957,0.0202803,-0.298198,0.232725,0.214557,-0.329394
dislike_872	0.502758,0.420097,-0.158121,-0.418167,0.0773589,0.034792,0.443437,-0.133471,-0.149626,0.356164
dislike_873	-0.0101996,0.0228782,0.701365,0.079804,-0.15367,-0.181823,0.280562,0.229759,0.352792,-0.434109
dislike_870	0.211996,0.477392,-0.480558,0.0112534,-0.303634,0.457375,0.330899,-0.284443,-0.0655194,0.00347013
dislike_871	-0.309193,0.134267,0.267828,-0.458903,-0.47678,0.12245,0.542621,0.225729,-0.12567,-0.0234664
like_25	-0.813565,0.0881923,-0.0779812,0.274222,-0.0908956,0.344416,0.152535,0.053939,-0.269143,0.153484
like_24	-0.595422,-0.23594,-0.304905,-0.0780491,0.436188,-0.239234,0.306794,-0.0597743,0.360966,0.123534
like_27	-0.361295,-0.396522,-0.0978547,-0.474007,0.267652,-0.58256,0.0481122,0.138761,0.212671,0.012889
like_26	-0.298549,0.2919,0.00751818,0.474024,-0.102801,-0.549428,-0.132932,0.402055,-0.246959,-0.219453
like_21	-0.169668,-0.34491,-0.21689,0.290062,-0.108711,-0.309538,0.409482,-0.368604,-0.362571,0.42242
like_20	-0.243243,0.53054,-0.436554,0.270991,-0.0608291,0.357602,0.234263,0.172232,-0.416432,0.0762065
